window,cohort,feature,regime,signals,false_pct,runner_pct,median_mfe_r,median_mae_r,stopped_pct
ALL,CURRENT_FRESH,ADX,LOW,44,29.545454545454547,27.27272727272727,0.8817386702875452,0.8518790397162782,75.0
ALL,CURRENT_FRESH,ADX,MID,16,18.75,37.5,1.3881082808561884,0.6661720821348744,62.5
ALL,CURRENT_FRESH,ADX,HIGH,6,33.33333333333333,33.33333333333333,1.0742277434004255,0.6999622677177364,50.0
ALL,CURRENT_FRESH,EMA50_SLOPE,LOW,51,25.49019607843137,31.372549019607842,1.1993521391040838,0.8110131840654192,66.66666666666666
ALL,CURRENT_FRESH,EMA50_SLOPE,MID,9,22.22222222222222,33.33333333333333,0.9505607322044912,0.852131156377637,77.77777777777779
ALL,CURRENT_FRESH,EMA50_SLOPE,HIGH,6,50.0,16.666666666666664,0.34719125772838355,0.9212799247636544,83.33333333333334
ALL,CURRENT_FRESH,HOTNESS,LOW,45,26.666666666666668,31.11111111111111,1.1096606144042798,0.8273811338780591,68.88888888888889
ALL,CURRENT_FRESH,HOTNESS,MID,20,25.0,30.0,1.1801194677489195,0.7815628722630698,70.0
ALL,CURRENT_FRESH,HOTNESS,HIGH,1,100.0,0.0,0.0499248445945199,0.898647202701377,100.0
ALL,CURRENT_STALE,ADX,LOW,48,31.25,33.33333333333333,1.10459183679031,0.7126736920477053,83.33333333333334
ALL,CURRENT_STALE,ADX,MID,54,38.88888888888889,29.629629629629626,0.7438872341647145,0.7508259108858,83.33333333333334
ALL,CURRENT_STALE,ADX,HIGH,85,43.529411764705884,24.705882352941178,0.68533046777341,0.8072323480041101,87.05882352941177
ALL,CURRENT_STALE,EMA50_SLOPE,LOW,38,18.421052631578945,47.368421052631575,1.6192604062641087,0.6346011649253309,81.57894736842105
ALL,CURRENT_STALE,EMA50_SLOPE,MID,63,42.857142857142854,28.57142857142857,0.614574190314194,0.8040091741493071,80.95238095238095
ALL,CURRENT_STALE,EMA50_SLOPE,HIGH,86,45.348837209302324,19.767441860465116,0.6431565890047667,0.7828896098533291,89.53488372093024
ALL,CURRENT_STALE,HOTNESS,LOW,35,22.857142857142858,42.857142857142854,1.6100341173028117,0.6943822514994136,82.85714285714286
ALL,CURRENT_STALE,HOTNESS,MID,63,36.507936507936506,30.158730158730158,0.7531451153547724,0.780345269593675,80.95238095238095
ALL,CURRENT_STALE,HOTNESS,HIGH,89,47.19101123595505,21.34831460674157,0.6009827102361234,0.7878936097162771,88.76404494382022
ALL,FRESH_POLICY_12H,ADX,LOW,47,25.53191489361702,31.914893617021278,0.9686394495609788,0.8273811338780591,70.2127659574468
ALL,FRESH_POLICY_12H,ADX,MID,21,23.809523809523807,33.33333333333333,1.2174523242702842,0.6507204534334283,66.66666666666666
ALL,FRESH_POLICY_12H,ADX,HIGH,12,58.333333333333336,25.0,0.3279461143158877,0.8397774418798263,66.66666666666666
ALL,FRESH_POLICY_12H,EMA50_SLOPE,LOW,52,25.0,32.69230769230769,1.1710693751658194,0.7581119137940135,65.38461538461539
ALL,FRESH_POLICY_12H,EMA50_SLOPE,MID,16,31.25,37.5,1.0840065282373876,0.7087522959593058,68.75
ALL,FRESH_POLICY_12H,EMA50_SLOPE,HIGH,12,50.0,16.666666666666664,0.4622934430486606,0.887255461027197,83.33333333333334
ALL,FRESH_POLICY_12H,HOTNESS,LOW,47,23.404255319148938,34.04255319148936,1.1993521391040838,0.8147122300375405,65.95744680851064
ALL,FRESH_POLICY_12H,HOTNESS,MID,26,30.76923076923077,34.61538461538461,1.1801194677489195,0.6661720821348744,65.38461538461539
ALL,FRESH_POLICY_12H,HOTNESS,HIGH,7,71.42857142857143,0.0,0.1722195352299836,0.8737538541491213,100.0
